household_id,case,year,month,is_optimizer,elec_units_onpeak,elec_units_offpeak,water_units
case2_0006,bangkok_tou,2025,10,False,226.0,109.6,15.2
case2_0006,bangkok_tou,2025,11,False,223.6,163.9,12.6
case2_0006,bangkok_tou,2025,12,False,238.2,134.9,13.8
case2_0006,bangkok_tou,2026,1,False,211.2,168.2,12.3
case2_0006,bangkok_tou,2026,2,False,256.6,193.4,12.7
case2_0006,bangkok_tou,2026,3,False,293.3,150.1,13.3
case2_0006,bangkok_tou,2026,4,False,361.1,181.6,16.8
case2_0006,bangkok_tou,2026,5,False,371.1,176.7,13.9
case2_0006,bangkok_tou,2026,6,False,328.8,165.7,14.2
case2_0006,bangkok_tou,2026,7,False,267.1,196.8,13.9
case2_0006,bangkok_tou,2026,8,False,263.1,206.9,13.4
case2_0007,bangkok_tou,2024,3,True,163.7,343.8,30.6
case2_0007,bangkok_tou,2024,4,True,139.4,421.2,35.7
case2_0007,bangkok_tou,2024,5,True,135.3,407.5,31.4
case2_0007,bangkok_tou,2024,6,True,127.1,415.2,28.2
case2_0007,bangkok_tou,2024,7,True,93.9,297.7,26.8
case2_0007,bangkok_tou,2024,8,True,124.3,294.6,28.2
case2_0007,bangkok_tou,2024,9,True,84.5,310.0,22.2
case2_0007,bangkok_tou,2024,10,True,85.4,353.8,23.8
case2_0007,bangkok_tou,2024,11,True,120.2,325.6,24.8
case2_0007,bangkok_tou,2024,12,True,108.0,276.7,25.0
case2_0007,bangkok_tou,2025,1,True,103.9,286.6,24.6
case2_0007,bangkok_tou,2025,2,True,124.3,331.3,25.4
case2_0007,bangkok_tou,2025,3,True,104.7,366.5,25.8
case2_0007,bangkok_tou,2025,4,True,126.1,444.7,28.3
case2_0007,bangkok_tou,2025,5,True,122.7,405.2,29.4
case2_0007,bangkok_tou,2025,6,True,126.4,342.4,28.5
case2_0007,bangkok_tou,2025,7,True,91.3,266.3,29.2
case2_0007,bangkok_tou,2025,8,True,101.0,365.6,25.8
case2_0007,bangkok_tou,2025,9,True,90.3,298.6,26.9
case2_0007,bangkok_tou,2025,10,True,99.2,299.6,21.9
case2_0007,bangkok_tou,2025,11,True,115.0,357.8,23.2
case2_0007,bangkok_tou,2025,12,True,81.1,302.4,26.3
case2_0007,bangkok_tou,2026,1,True,94.7,253.5,22.5
case2_0007,bangkok_tou,2026,2,True,155.4,366.0,26.4
case2_0007,bangkok_tou,2026,3,True,156.4,420.4,25.2
case2_0007,bangkok_tou,2026,4,True,98.1,442.7,27.5
case2_0007,bangkok_tou,2026,5,True,147.0,361.4,23.1
case2_0007,bangkok_tou,2026,6,True,110.7,420.7,29.3
case2_0007,bangkok_tou,2026,7,True,152.3,353.1,30.0
case2_0007,bangkok_tou,2026,8,True,121.5,353.3,24.7
case2_0008,bangkok_tou,2024,3,False,203.2,106.2,10.1
case2_0008,bangkok_tou,2024,4,False,239.6,142.3,9.8
case2_0008,bangkok_tou,2024,5,False,194.5,133.7,10.4
case2_0008,bangkok_tou,2024,6,False,211.3,145.2,11.4
case2_0008,bangkok_tou,2024,7,False,182.0,117.7,10.8
case2_0008,bangkok_tou,2024,8,False,184.2,128.4,9.9
case2_0008,bangkok_tou,2024,9,False,169.3,102.3,8.7
case2_0008,bangkok_tou,2024,10,False,165.4,103.8,9.8
case2_0008,bangkok_tou,2024,11,False,171.0,95.4,10.0
case2_0008,bangkok_tou,2024,12,False,150.1,97.8,9.4
case2_0008,bangkok_tou,2025,1,False,160.5,96.3,9.0
case2_0008,bangkok_tou,2025,2,False,178.0,84.5,8.3
case2_0008,bangkok_tou,2025,3,False,172.0,109.7,9.5
case2_0008,bangkok_tou,2025,4,False,167.1,153.3,11.1
case2_0008,bangkok_tou,2025,5,False,216.9,104.9,9.4
case2_0008,bangkok_tou,2025,6,False,218.5,140.4,9.9
case2_0008,bangkok_tou,2025,7,False,223.2,103.6,11.1
case2_0008,bangkok_tou,2025,8,False,188.2,154.6,10.2
case2_0008,bangkok_tou,2025,9,False,149.3,128.9,9.7
case2_0008,bangkok_tou,2025,10,False,153.7,116.7,9.2
case2_0008,bangkok_tou,2025,11,False,144.9,117.5,9.5
case2_0008,bangkok_tou,2025,12,False,120.3,74.2,10.9
case2_0008,bangkok_tou,2026,1,False,164.8,93.0,8.6
case2_0008,bangkok_tou,2026,2,False,178.4,89.5,8.3
case2_0008,bangkok_tou,2026,3,False,180.3,113.4,9.4
case2_0008,bangkok_tou,2026,4,False,220.7,162.7,8.8
case2_0008,bangkok_tou,2026,5,False,244.3,167.0,8.6
case2_0008,bangkok_tou,2026,6,False,236.4,144.4,8.1
case2_0008,bangkok_tou,2026,7,False,189.4,158.8,8.7
case2_0008,bangkok_tou,2026,8,False,243.1,123.6,7.1
case2_0009,bangkok_tou,2024,3,True,220.4,440.8,35.3
case2_0009,bangkok_tou,2024,4,True,248.9,502.6,55.2
case2_0009,bangkok_tou,2024,5,True,292.8,528.6,46.7
case2_0009,bangkok_tou,2024,6,True,211.5,621.8,42.4
case2_0009,bangkok_tou,2024,7,True,215.7,584.4,44.2
case2_0009,bangkok_tou,2024,8,True,255.0,567.7,43.6
case2_0009,bangkok_tou,2024,9,True,265.2,478.0,45.8
case2_0009,bangkok_tou,2024,10,True,192.7,424.4,43.3
case2_0009,bangkok_tou,2024,11,True,186.2,423.3,44.9
case2_0009,bangkok_tou,2024,12,True,145.1,361.8,37.8
case2_0009,bangkok_tou,2025,1,True,224.0,368.9,30.8
case2_0009,bangkok_tou,2025,2,True,202.5,528.5,41.4
case2_0009,bangkok_tou,2025,3,True,245.0,529.1,40.4
case2_0009,bangkok_tou,2025,4,True,197.8,545.4,39.0
case2_0009,bangkok_tou,2025,5,True,234.9,594.7,45.4
case2_0009,bangkok_tou,2025,6,True,229.4,433.1,45.9
case2_0009,bangkok_tou,2025,7,True,189.5,431.0,47.1
case2_0009,bangkok_tou,2025,8,True,222.7,462.7,49.9
case2_0009,bangkok_tou,2025,9,True,200.7,472.8,44.7
case2_0009,bangkok_tou,2025,10,True,202.3,395.5,37.2
case2_0009,bangkok_tou,2025,11,True,200.0,417.6,44.9
case2_0009,bangkok_tou,2025,12,True,175.4,364.4,44.3
case2_0009,bangkok_tou,2026,1,True,241.8,398.7,38.7
case2_0009,bangkok_tou,2026,2,True,211.6,525.4,51.7
case2_0009,bangkok_tou,2026,3,True,170.7,570.4,45.9
case2_0009,bangkok_tou,2026,4,True,264.2,555.9,54.1
case2_0009,bangkok_tou,2026,5,True,243.8,601.8,53.9
case2_0009,bangkok_tou,2026,6,True,265.1,559.5,44.6
case2_0009,bangkok_tou,2026,7,True,293.6,432.4,43.8
case2_0009,bangkok_tou,2026,8,True,236.1,449.5,48.4
case2_0010,bangkok_tou,2024,3,True,179.6,535.5,13.3
case2_0010,bangkok_tou,2024,4,True,152.1,596.5,14.7
case2_0010,bangkok_tou,2024,5,True,263.9,565.3,15.8
case2_0010,bangkok_tou,2024,6,True,198.8,471.9,14.4
case2_0010,bangkok_tou,2024,7,True,189.3,492.8,14.2
case2_0010,bangkok_tou,2024,8,True,151.8,511.9,14.3
case2_0010,bangkok_tou,2024,9,True,86.6,493.2,13.4
case2_0010,bangkok_tou,2024,10,True,164.4,465.3,13.8
case2_0010,bangkok_tou,2024,11,True,166.8,437.0,13.9
case2_0010,bangkok_tou,2024,12,True,169.1,420.6,10.9
case2_0010,bangkok_tou,2025,1,True,216.5,393.5,14.1
case2_0010,bangkok_tou,2025,2,True,189.1,484.0,16.1
case2_0010,bangkok_tou,2025,3,True,184.1,485.9,15.6
case2_0010,bangkok_tou,2025,4,True,168.4,577.3,17.2
case2_0010,bangkok_tou,2025,5,True,319.7,558.9,15.9
case2_0010,bangkok_tou,2025,6,True,236.4,595.1,16.1
case2_0010,bangkok_tou,2025,7,True,178.4,476.8,16.2
case2_0010,bangkok_tou,2025,8,True,225.4,455.5,14.3
case2_0010,bangkok_tou,2025,9,True,140.0,464.0,14.7
case2_0010,bangkok_tou,2025,10,True,152.0,401.4,16.0
case2_0010,bangkok_tou,2025,11,True,129.2,373.0,16.0
case2_0010,bangkok_tou,2025,12,True,141.0,349.1,15.8
case2_0010,bangkok_tou,2026,1,True,158.4,378.7,16.1
case2_0010,bangkok_tou,2026,2,True,220.9,416.9,15.9
case2_0010,bangkok_tou,2026,3,True,172.8,508.5,14.3
case2_0010,bangkok_tou,2026,4,True,211.9,670.5,16.5
case2_0010,bangkok_tou,2026,5,True,209.9,605.3,17.3
case2_0010,bangkok_tou,2026,6,True,261.8,571.6,16.9
case2_0010,bangkok_tou,2026,7,True,237.4,534.2,14.6
case2_0010,bangkok_tou,2026,8,True,233.7,469.6,15.7
case2_0011,bangkok_tou,2024,3,False,246.8,222.2,10.6
case2_0011,bangkok_tou,2024,4,False,263.3,212.5,11.6
case2_0011,bangkok_tou,2024,5,False,237.7,169.5,9.7
case2_0011,bangkok_tou,2024,6,False,223.2,207.7,9.8
case2_0011,bangkok_tou,2024,7,False,217.4,209.1,11.0
case2_0011,bangkok_tou,2024,8,False,221.1,173.8,10.1
case2_0011,bangkok_tou,2024,9,False,189.1,172.4,8.7
case2_0011,bangkok_tou,2024,10,False,187.9,153.0,9.5
case2_0011,bangkok_tou,2024,11,False,185.2,157.7,11.1
case2_0011,bangkok_tou,2024,12,False,141.1,126.4,8.2
case2_0011,bangkok_tou,2025,1,False,170.8,136.9,8.4
case2_0011,bangkok_tou,2025,2,False,222.6,165.6,9.0
case2_0011,bangkok_tou,2025,3,False,207.3,246.6,10.3
case2_0011,bangkok_tou,2025,4,False,273.8,233.6,10.9
case2_0011,bangkok_tou,2025,5,False,283.5,257.4,11.0
case2_0011,bangkok_tou,2025,6,False,213.0,230.2,12.0
case2_0011,bangkok_tou,2025,7,False,200.5,210.0,10.3
case2_0011,bangkok_tou,2025,8,False,265.0,198.8,9.0
case2_0011,bangkok_tou,2025,9,False,188.6,152.8,9.4
case2_0011,bangkok_tou,2025,10,False,117.2,165.1,10.7
case2_0011,bangkok_tou,2025,11,False,184.6,164.4,9.6
case2_0011,bangkok_tou,2025,12,False,144.4,144.8,9.5
case2_0011,bangkok_tou,2026,1,False,188.4,173.8,9.3
case2_0011,bangkok_tou,2026,2,False,230.3,195.3,9.4
case2_0011,bangkok_tou,2026,3,False,257.3,228.3,9.6
case2_0011,bangkok_tou,2026,4,False,285.7,262.5,11.2
case2_0011,bangkok_tou,2026,5,False,230.6,214.3,10.0
case2_0011,bangkok_tou,2026,6,False,273.7,156.7,9.7
case2_0011,bangkok_tou,2026,7,False,267.3,216.4,8.1
case2_0011,bangkok_tou,2026,8,False,208.3,161.2,8.9
case2_0012,bangkok_tou,2024,3,False,173.5,110.8,9.9
case2_0012,bangkok_tou,2024,4,False,238.7,210.8,8.7
case2_0012,bangkok_tou,2024,5,False,184.6,198.9,10.1
case2_0012,bangkok_tou,2024,6,False,182.7,153.1,9.5
case2_0012,bangkok_tou,2024,7,False,180.7,167.0,9.0
case2_0012,bangkok_tou,2024,8,False,157.7,158.7,10.2
case2_0012,bangkok_tou,2024,9,False,174.9,141.6,10.9
case2_0012,bangkok_tou,2024,10,False,158.8,124.6,10.5
case2_0012,bangkok_tou,2024,11,False,153.4,124.6,10.3
case2_0012,bangkok_tou,2024,12,False,111.5,114.2,8.0
case2_0012,bangkok_tou,2025,1,False,132.4,127.7,8.5
case2_0012,bangkok_tou,2025,2,False,146.2,135.8,10.4
case2_0012,bangkok_tou,2025,3,False,147.4,107.0,9.5
case2_0012,bangkok_tou,2025,4,False,161.3,194.7,11.1
case2_0012,bangkok_tou,2025,5,False,207.3,186.7,9.9
case2_0012,bangkok_tou,2025,6,False,171.6,146.8,11.1
case2_0012,bangkok_tou,2025,7,False,137.7,136.7,9.5
case2_0012,bangkok_tou,2025,8,False,136.6,135.6,10.6
case2_0012,bangkok_tou,2025,9,False,112.3,98.3,10.8
case2_0012,bangkok_tou,2025,10,False,112.3,111.4,10.1
case2_0012,bangkok_tou,2025,11,False,104.6,127.6,9.7
case2_0012,bangkok_tou,2025,12,False,115.0,112.7,8.1
case2_0012,bangkok_tou,2026,1,False,118.4,102.0,7.8
case2_0012,bangkok_tou,2026,2,False,165.8,124.7,11.5
case2_0012,bangkok_tou,2026,3,False,162.1,121.7,10.1
case2_0012,bangkok_tou,2026,4,False,243.3,191.1,8.8
case2_0012,bangkok_tou,2026,5,False,187.2,151.3,10.5
case2_0012,bangkok_tou,2026,6,False,162.8,118.8,9.9
case2_0012,bangkok_tou,2026,7,False,173.1,147.4,10.2
case2_0012,bangkok_tou,2026,8,False,139.4,121.4,10.1
case2_0013,bangkok_tou,2024,3,False,255.0,173.4,21.4
case2_0013,bangkok_tou,2024,4,False,316.4,170.8,24.3
case2_0013,bangkok_tou,2024,5,False,256.2,169.9,21.5
case2_0013,bangkok_tou,2024,6,False,212.9,177.7,22.9
case2_0013,bangkok_tou,2024,7,False,224.5,143.5,16.9
case2_0013,bangkok_tou,2024,8,False,234.1,142.9,19.1
case2_0013,bangkok_tou,2024,9,False,222.2,132.6,18.5
case2_0013,bangkok_tou,2024,10,False,188.5,133.2,19.5
case2_0013,bangkok_tou,2024,11,False,182.9,117.2,22.4
case2_0013,bangkok_tou,2024,12,False,144.2,94.5,22.1
case2_0013,bangkok_tou,2025,1,False,180.8,96.5,22.0
case2_0013,bangkok_tou,2025,2,False,247.5,136.6,21.4
case2_0013,bangkok_tou,2025,3,False,239.1,165.1,18.0
case2_0013,bangkok_tou,2025,4,False,252.9,217.5,22.1
case2_0013,bangkok_tou,2025,5,False,271.4,198.9,22.6
case2_0013,bangkok_tou,2025,6,False,232.8,158.2,20.6
case2_0013,bangkok_tou,2025,7,False,192.7,99.9,19.8
case2_0013,bangkok_tou,2025,8,False,182.4,119.3,23.9
case2_0013,bangkok_tou,2025,9,False,221.0,118.8,23.7
case2_0013,bangkok_tou,2025,10,False,178.0,131.2,20.4
case2_0013,bangkok_tou,2025,11,False,216.9,118.9,21.9
case2_0013,bangkok_tou,2025,12,False,171.1,69.3,20.7
case2_0013,bangkok_tou,2026,1,False,142.3,129.8,19.8
case2_0013,bangkok_tou,2026,2,False,181.0,115.4,19.4
case2_0013,bangkok_tou,2026,3,False,213.9,123.2,21.7
case2_0013,bangkok_tou,2026,4,False,262.8,169.9,22.4
case2_0013,bangkok_tou,2026,5,False,298.1,131.5,18.4
case2_0013,bangkok_tou,2026,6,False,208.6,116.6,20.6
case2_0013,bangkok_tou,2026,7,False,235.0,118.2,24.5
case2_0013,bangkok_tou,2026,8,False,223.8,112.7,19.8
case2_0014,bangkok_tou,2024,3,False,186.3,144.4,18.5
