household_id,case,year,month,elec_units,water_units
case1_0007,bangkok_normal,2025,10,243.8,10.7
case1_0007,bangkok_normal,2025,11,267.0,9.5
case1_0007,bangkok_normal,2025,12,187.4,9.5
case1_0007,bangkok_normal,2026,1,206.7,8.0
case1_0007,bangkok_normal,2026,2,316.9,9.1
case1_0007,bangkok_normal,2026,3,327.1,10.2
case1_0007,bangkok_normal,2026,4,394.8,10.6
case1_0007,bangkok_normal,2026,5,346.1,11.4
case1_0007,bangkok_normal,2026,6,321.1,10.8
case1_0007,bangkok_normal,2026,7,284.1,10.8
case1_0007,bangkok_normal,2026,8,268.5,9.5
case1_0008,bangkok_normal,2024,3,452.2,13.2
case1_0008,bangkok_normal,2024,4,502.2,16.2
case1_0008,bangkok_normal,2024,5,598.4,14.0
case1_0008,bangkok_normal,2024,6,506.6,12.7
case1_0008,bangkok_normal,2024,7,533.6,11.6
case1_0008,bangkok_normal,2024,8,456.5,10.9
case1_0008,bangkok_normal,2024,9,490.9,10.3
case1_0008,bangkok_normal,2024,10,441.4,10.5
case1_0008,bangkok_normal,2024,11,429.8,11.5
case1_0008,bangkok_normal,2024,12,402.2,11.7
case1_0008,bangkok_normal,2025,1,365.6,11.7
case1_0008,bangkok_normal,2025,2,398.7,11.4
case1_0008,bangkok_normal,2025,3,476.7,13.8
case1_0008,bangkok_normal,2025,4,594.2,14.8
case1_0008,bangkok_normal,2025,5,481.7,13.6
case1_0008,bangkok_normal,2025,6,524.5,12.2
case1_0008,bangkok_normal,2025,7,459.9,13.2
case1_0008,bangkok_normal,2025,8,514.3,13.0
case1_0008,bangkok_normal,2025,9,354.4,10.8
case1_0008,bangkok_normal,2025,10,372.0,11.7
case1_0008,bangkok_normal,2025,11,338.7,12.3
case1_0008,bangkok_normal,2025,12,306.1,10.6
case1_0008,bangkok_normal,2026,1,363.6,11.7
case1_0008,bangkok_normal,2026,2,437.7,10.7
case1_0008,bangkok_normal,2026,3,509.3,14.2
case1_0008,bangkok_normal,2026,4,582.1,15.7
case1_0008,bangkok_normal,2026,5,583.9,13.8
case1_0008,bangkok_normal,2026,6,480.1,13.7
case1_0008,bangkok_normal,2026,7,514.6,10.1
case1_0008,bangkok_normal,2026,8,518.2,10.5
case1_0009,bangkok_normal,2024,3,378.8,10.9
case1_0009,bangkok_normal,2024,4,486.2,11.1
case1_0009,bangkok_normal,2024,5,368.1,10.0
case1_0009,bangkok_normal,2024,6,320.4,11.4
case1_0009,bangkok_normal,2024,7,328.2,9.8
case1_0009,bangkok_normal,2024,8,369.2,9.8
case1_0009,bangkok_normal,2024,9,280.1,9.8
case1_0009,bangkok_normal,2024,10,292.6,9.0
case1_0009,bangkok_normal,2024,11,337.1,9.7
case1_0009,bangkok_normal,2024,12,214.7,8.5
case1_0009,bangkok_normal,2025,1,210.9,8.5
case1_0009,bangkok_normal,2025,2,274.4,10.5
case1_0009,bangkok_normal,2025,3,324.9,9.3
case1_0009,bangkok_normal,2025,4,419.8,7.8
case1_0009,bangkok_normal,2025,5,398.8,11.1
case1_0009,bangkok_normal,2025,6,295.5,12.5
case1_0009,bangkok_normal,2025,7,327.8,10.0
case1_0009,bangkok_normal,2025,8,300.4,7.9
case1_0009,bangkok_normal,2025,9,330.3,8.6
case1_0009,bangkok_normal,2025,10,281.1,8.7
case1_0009,bangkok_normal,2025,11,264.8,8.8
case1_0009,bangkok_normal,2025,12,245.2,7.7
case1_0009,bangkok_normal,2026,1,267.2,8.9
case1_0009,bangkok_normal,2026,2,317.8,9.7
case1_0009,bangkok_normal,2026,3,299.4,8.5
case1_0009,bangkok_normal,2026,4,398.0,10.5
case1_0009,bangkok_normal,2026,5,343.8,12.0
case1_0009,bangkok_normal,2026,6,345.5,10.4
case1_0009,bangkok_normal,2026,7,279.7,9.3
case1_0009,bangkok_normal,2026,8,315.3,9.1
case1_0010,bangkok_normal,2024,3,310.2,32.3
case1_0010,bangkok_normal,2024,4,319.8,32.6
case1_0010,bangkok_normal,2024,5,369.7,35.0
case1_0010,bangkok_normal,2024,6,336.6,34.3
case1_0010,bangkok_normal,2024,7,385.0,35.6
case1_0010,bangkok_normal,2024,8,332.8,30.8
case1_0010,bangkok_normal,2024,9,355.5,29.2
case1_0010,bangkok_normal,2024,10,279.0,28.6
case1_0010,bangkok_normal,2024,11,302.4,32.2
case1_0010,bangkok_normal,2024,12,254.1,33.7
case1_0010,bangkok_normal,2025,1,235.9,29.6
case1_0010,bangkok_normal,2025,2,305.2,30.2
case1_0010,bangkok_normal,2025,3,400.6,33.9
case1_0010,bangkok_normal,2025,4,409.3,34.5
case1_0010,bangkok_normal,2025,5,330.9,37.8
case1_0010,bangkok_normal,2025,6,343.2,27.5
case1_0010,bangkok_normal,2025,7,303.6,28.8
case1_0010,bangkok_normal,2025,8,307.9,29.3
case1_0010,bangkok_normal,2025,9,301.5,24.3
case1_0010,bangkok_normal,2025,10,249.3,27.1
case1_0010,bangkok_normal,2025,11,235.4,28.1
case1_0010,bangkok_normal,2025,12,244.4,29.2
case1_0010,bangkok_normal,2026,1,244.3,34.4
case1_0010,bangkok_normal,2026,2,230.7,33.8
case1_0010,bangkok_normal,2026,3,364.9,32.2
case1_0010,bangkok_normal,2026,4,425.8,36.3
case1_0010,bangkok_normal,2026,5,377.1,40.7
case1_0010,bangkok_normal,2026,6,314.9,33.9
case1_0010,bangkok_normal,2026,7,356.5,31.9
case1_0010,bangkok_normal,2026,8,349.5,36.3
case1_0011,bangkok_normal,2024,3,636.2,14.2
case1_0011,bangkok_normal,2024,4,769.2,13.2
case1_0011,bangkok_normal,2024,5,640.7,15.5
case1_0011,bangkok_normal,2024,6,620.2,17.1
case1_0011,bangkok_normal,2024,7,577.0,18.6
case1_0011,bangkok_normal,2024,8,504.6,17.1
case1_0011,bangkok_normal,2024,9,441.1,15.1
case1_0011,bangkok_normal,2024,10,529.9,13.8
case1_0011,bangkok_normal,2024,11,500.4,14.7
case1_0011,bangkok_normal,2024,12,385.7,13.8
case1_0011,bangkok_normal,2025,1,429.9,12.9
case1_0011,bangkok_normal,2025,2,592.1,17.9
case1_0011,bangkok_normal,2025,3,513.2,19.8
case1_0011,bangkok_normal,2025,4,573.5,20.0
case1_0011,bangkok_normal,2025,5,588.7,16.3
case1_0011,bangkok_normal,2025,6,691.7,17.5
case1_0011,bangkok_normal,2025,7,622.1,17.4
case1_0011,bangkok_normal,2025,8,623.8,17.0
case1_0011,bangkok_normal,2025,9,494.5,17.8
case1_0011,bangkok_normal,2025,10,453.0,17.1
case1_0011,bangkok_normal,2025,11,514.5,17.1
case1_0011,bangkok_normal,2025,12,431.7,16.1
case1_0011,bangkok_normal,2026,1,469.6,15.8
case1_0011,bangkok_normal,2026,2,536.2,13.4
case1_0011,bangkok_normal,2026,3,644.9,16.1
case1_0011,bangkok_normal,2026,4,728.0,16.5
case1_0011,bangkok_normal,2026,5,741.9,14.9
case1_0011,bangkok_normal,2026,6,691.1,18.9
case1_0011,bangkok_normal,2026,7,512.8,19.8
case1_0011,bangkok_normal,2026,8,425.5,19.5
case1_0012,bangkok_normal,2024,3,564.6,12.1
case1_0012,bangkok_normal,2024,4,651.9,11.3
case1_0012,bangkok_normal,2024,5,556.4,11.8
case1_0012,bangkok_normal,2024,6,569.7,12.3
case1_0012,bangkok_normal,2024,7,532.2,11.8
case1_0012,bangkok_normal,2024,8,450.6,11.3
case1_0012,bangkok_normal,2024,9,463.4,11.9
case1_0012,bangkok_normal,2024,10,459.2,11.2
case1_0012,bangkok_normal,2024,11,537.8,10.8
case1_0012,bangkok_normal,2024,12,438.5,11.2
case1_0012,bangkok_normal,2025,1,418.4,10.9
case1_0012,bangkok_normal,2025,2,502.5,12.1
case1_0012,bangkok_normal,2025,3,576.8,13.1
case1_0012,bangkok_normal,2025,4,634.6,12.0
case1_0012,bangkok_normal,2025,5,554.9,12.2
case1_0012,bangkok_normal,2025,6,542.7,14.3
case1_0012,bangkok_normal,2025,7,486.6,11.6
case1_0012,bangkok_normal,2025,8,442.2,9.7
case1_0012,bangkok_normal,2025,9,489.7,9.3
case1_0012,bangkok_normal,2025,10,490.6,11.3
case1_0012,bangkok_normal,2025,11,391.1,11.9
case1_0012,bangkok_normal,2025,12,366.2,11.4
case1_0012,bangkok_normal,2026,1,436.0,13.0
case1_0012,bangkok_normal,2026,2,549.3,9.7
case1_0012,bangkok_normal,2026,3,650.0,12.8
case1_0012,bangkok_normal,2026,4,677.8,15.8
case1_0012,bangkok_normal,2026,5,584.5,12.8
case1_0012,bangkok_normal,2026,6,502.8,12.6
case1_0012,bangkok_normal,2026,7,533.7,11.9
case1_0012,bangkok_normal,2026,8,539.2,11.5
case1_0013,bangkok_normal,2024,3,658.3,17.2
case1_0013,bangkok_normal,2024,4,647.0,16.0
case1_0013,bangkok_normal,2024,5,726.0,18.0
case1_0013,bangkok_normal,2024,6,592.1,17.0
case1_0013,bangkok_normal,2024,7,617.7,13.4
case1_0013,bangkok_normal,2024,8,529.6,12.2
case1_0013,bangkok_normal,2024,9,488.5,14.6
case1_0013,bangkok_normal,2024,10,480.5,14.9
case1_0013,bangkok_normal,2024,11,596.1,15.1
case1_0013,bangkok_normal,2024,12,445.4,14.5
case1_0013,bangkok_normal,2025,1,387.4,15.0
case1_0013,bangkok_normal,2025,2,515.7,17.1
case1_0013,bangkok_normal,2025,3,550.1,15.2
case1_0013,bangkok_normal,2025,4,596.9,14.9
case1_0013,bangkok_normal,2025,5,648.7,14.5
case1_0013,bangkok_normal,2025,6,566.9,16.1
case1_0013,bangkok_normal,2025,7,533.6,17.8
case1_0013,bangkok_normal,2025,8,506.8,15.7
case1_0013,bangkok_normal,2025,9,488.0,11.7
case1_0013,bangkok_normal,2025,10,479.6,11.7
case1_0013,bangkok_normal,2025,11,372.5,12.9
case1_0013,bangkok_normal,2025,12,379.8,13.0
case1_0013,bangkok_normal,2026,1,354.4,13.5
case1_0013,bangkok_normal,2026,2,392.1,15.1
case1_0013,bangkok_normal,2026,3,519.0,15.6
case1_0013,bangkok_normal,2026,4,616.4,18.4
case1_0013,bangkok_normal,2026,5,558.1,16.0
case1_0013,bangkok_normal,2026,6,580.0,14.6
case1_0013,bangkok_normal,2026,7,454.6,16.0
case1_0013,bangkok_normal,2026,8,460.4,13.3
case1_0014,bangkok_normal,2024,3,690.3,15.4
case1_0014,bangkok_normal,2024,4,910.9,16.8
case1_0014,bangkok_normal,2024,5,755.1,14.2
case1_0014,bangkok_normal,2024,6,837.0,14.6
case1_0014,bangkok_normal,2024,7,679.9,16.0
case1_0014,bangkok_normal,2024,8,567.3,16.3
case1_0014,bangkok_normal,2024,9,585.3,15.2
case1_0014,bangkok_normal,2024,10,518.7,15.8
case1_0014,bangkok_normal,2024,11,514.1,15.4
case1_0014,bangkok_normal,2024,12,484.2,15.5
case1_0014,bangkok_normal,2025,1,527.8,14.8
case1_0014,bangkok_normal,2025,2,578.4,14.5
case1_0014,bangkok_normal,2025,3,766.0,16.0
case1_0014,bangkok_normal,2025,4,911.5,11.9
case1_0014,bangkok_normal,2025,5,913.4,15.4
case1_0014,bangkok_normal,2025,6,784.1,10.0
case1_0014,bangkok_normal,2025,7,770.9,11.1
case1_0014,bangkok_normal,2025,8,561.0,14.6
case1_0014,bangkok_normal,2025,9,566.0,15.5
case1_0014,bangkok_normal,2025,10,528.9,13.4
case1_0014,bangkok_normal,2025,11,569.6,13.4
case1_0014,bangkok_normal,2025,12,457.3,15.5
case1_0014,bangkok_normal,2026,1,489.0,14.1
case1_0014,bangkok_normal,2026,2,714.9,18.4
case1_0014,bangkok_normal,2026,3,741.4,17.1
case1_0014,bangkok_normal,2026,4,853.1,17.8
case1_0014,bangkok_normal,2026,5,779.1,19.6
case1_0014,bangkok_normal,2026,6,722.4,17.2
case1_0014,bangkok_normal,2026,7,673.0,14.7
case1_0014,bangkok_normal,2026,8,681.5,15.2
case1_0015,bangkok_normal,2024,3,382.8,14.6
case1_0015,bangkok_normal,2024,4,409.7,16.4
case1_0015,bangkok_normal,2024,5,456.6,15.2
case1_0015,bangkok_normal,2024,6,401.2,13.6
case1_0015,bangkok_normal,2024,7,358.8,13.4
case1_0015,bangkok_normal,2024,8,350.0,14.7
case1_0015,bangkok_normal,2024,9,340.4,14.0
case1_0015,bangkok_normal,2024,10,345.1,14.2
case1_0015,bangkok_normal,2024,11,294.9,14.7
case1_0015,bangkok_normal,2024,12,234.4,12.8
case1_0015,bangkok_normal,2025,1,296.5,14.1
case1_0015,bangkok_normal,2025,2,328.5,14.7
case1_0015,bangkok_normal,2025,3,336.8,13.3
case1_0015,bangkok_normal,2025,4,444.0,17.1
case1_0015,bangkok_normal,2025,5,447.3,15.1
case1_0015,bangkok_normal,2025,6,339.8,12.4
case1_0015,bangkok_normal,2025,7,359.2,12.4
case1_0015,bangkok_normal,2025,8,378.4,12.4
case1_0015,bangkok_normal,2025,9,353.0,13.6
case1_0015,bangkok_normal,2025,10,349.0,13.5
case1_0015,bangkok_normal,2025,11,283.5,13.4
case1_0015,bangkok_normal,2025,12,266.3,13.9
case1_0015,bangkok_normal,2026,1,269.0,14.1
case1_0015,bangkok_normal,2026,2,316.0,14.9
case1_0015,bangkok_normal,2026,3,417.6,15.9
case1_0015,bangkok_normal,2026,4,515.0,17.0
case1_0015,bangkok_normal,2026,5,521.8,12.9
case1_0015,bangkok_normal,2026,6,466.3,13.8
case1_0015,bangkok_normal,2026,7,382.6,11.4
case1_0015,bangkok_normal,2026,8,371.9,13.7
case1_0016,bangkok_normal,2024,3,588.2,18.4
case1_0016,bangkok_normal,2024,4,630.4,22.1
case1_0016,bangkok_normal,2024,5,559.1,19.2
case1_0016,bangkok_normal,2024,6,547.7,19.0
case1_0016,bangkok_normal,2024,7,473.8,16.8
case1_0016,bangkok_normal,2024,8,473.5,18.8
case1_0016,bangkok_normal,2024,9,491.9,20.8
case1_0016,bangkok_normal,2024,10,425.7,18.7
case1_0016,bangkok_normal,2024,11,459.7,17.8
case1_0016,bangkok_normal,2024,12,390.6,15.2
case1_0016,bangkok_normal,2025,1,349.4,16.3
case1_0016,bangkok_normal,2025,2,484.1,15.1
case1_0016,bangkok_normal,2025,3,575.1,16.5
case1_0016,bangkok_normal,2025,4,620.2,19.7
case1_0016,bangkok_normal,2025,5,541.7,22.2
case1_0016,bangkok_normal,2025,6,475.2,25.0
case1_0016,bangkok_normal,2025,7,453.0,19.4
case1_0016,bangkok_normal,2025,8,492.2,21.2
case1_0016,bangkok_normal,2025,9,413.6,19.4
case1_0016,bangkok_normal,2025,10,444.4,18.1
case1_0016,bangkok_normal,2025,11,381.2,18.6
case1_0016,bangkok_normal,2025,12,340.6,17.3
case1_0016,bangkok_normal,2026,1,371.8,17.4
case1_0016,bangkok_normal,2026,2,555.5,17.5
case1_0016,bangkok_normal,2026,3,495.5,16.4
case1_0016,bangkok_normal,2026,4,671.3,16.2
case1_0016,bangkok_normal,2026,5,606.7,19.8
case1_0016,bangkok_normal,2026,6,557.0,18.6
case1_0016,bangkok_normal,2026,7,506.7,17.4
case1_0016,bangkok_normal,2026,8,503.3,18.1
case1_0017,bangkok_normal,2024,3,317.5,23.7
case1_0017,bangkok_normal,2024,4,422.3,22.1
case1_0017,bangkok_normal,2024,5,438.6,20.7
case1_0017,bangkok_normal,2024,6,375.2,16.1
case1_0017,bangkok_normal,2024,7,358.0,16.9
case1_0017,bangkok_normal,2024,8,358.5,18.2
case1_0017,bangkok_normal,2024,9,337.9,17.5
