household_id,case,year,month,is_optimizer,elec_units_onpeak,elec_units_offpeak,water_units
case4_0001,upcountry_tou,2025,6,True,130.6,284.9,5.8
case4_0001,upcountry_tou,2025,7,True,115.3,305.2,5.2
case4_0001,upcountry_tou,2025,8,True,84.4,274.2,5.0
case4_0001,upcountry_tou,2025,9,True,86.6,300.9,5.1
case4_0001,upcountry_tou,2025,10,True,124.3,239.1,4.9
case4_0001,upcountry_tou,2025,11,True,122.7,299.0,3.9
case4_0001,upcountry_tou,2025,12,True,108.0,302.0,4.3
case4_0001,upcountry_tou,2026,1,True,109.7,237.3,3.8
case4_0001,upcountry_tou,2026,2,True,104.1,240.7,4.5
case4_0001,upcountry_tou,2026,3,True,52.2,251.1,4.5
case4_0001,upcountry_tou,2026,4,True,108.8,307.8,5.2
case4_0001,upcountry_tou,2026,5,True,113.6,364.1,5.4
case4_0001,upcountry_tou,2026,6,True,115.4,315.5,4.2
case4_0001,upcountry_tou,2026,7,True,99.4,335.4,4.3
case4_0001,upcountry_tou,2026,8,True,112.0,268.1,4.6
case4_0002,upcountry_tou,2024,3,False,345.5,162.9,6.4
case4_0002,upcountry_tou,2024,4,False,496.3,305.4,6.7
case4_0002,upcountry_tou,2024,5,False,366.3,260.5,7.3
case4_0002,upcountry_tou,2024,6,False,507.9,240.3,8.0
case4_0002,upcountry_tou,2024,7,False,381.6,241.6,7.5
case4_0002,upcountry_tou,2024,8,False,378.4,242.0,6.7
case4_0002,upcountry_tou,2024,9,False,408.0,165.7,6.7
case4_0002,upcountry_tou,2024,10,False,374.2,201.9,7.9
case4_0002,upcountry_tou,2024,11,False,232.4,164.2,5.5
case4_0002,upcountry_tou,2024,12,False,213.6,130.9,6.0
case4_0002,upcountry_tou,2025,1,False,158.7,133.7,4.7
case4_0002,upcountry_tou,2025,2,False,215.0,177.0,5.2
case4_0002,upcountry_tou,2025,3,False,301.8,156.4,6.3
case4_0002,upcountry_tou,2025,4,False,400.8,194.3,7.5
case4_0002,upcountry_tou,2025,5,False,338.0,254.3,7.4
case4_0002,upcountry_tou,2025,6,False,341.3,228.8,7.7
case4_0002,upcountry_tou,2025,7,False,334.5,249.9,5.7
case4_0002,upcountry_tou,2025,8,False,345.8,249.2,6.5
case4_0002,upcountry_tou,2025,9,False,313.4,212.5,7.3
case4_0002,upcountry_tou,2025,10,False,361.8,204.9,6.5
case4_0002,upcountry_tou,2025,11,False,230.8,170.4,5.3
case4_0002,upcountry_tou,2025,12,False,222.1,196.3,4.7
case4_0002,upcountry_tou,2026,1,False,243.6,135.7,4.7
case4_0002,upcountry_tou,2026,2,False,204.9,176.9,5.6
case4_0002,upcountry_tou,2026,3,False,319.2,200.1,5.9
case4_0002,upcountry_tou,2026,4,False,352.2,241.6,6.5
case4_0002,upcountry_tou,2026,5,False,354.4,209.5,7.5
case4_0002,upcountry_tou,2026,6,False,363.6,202.4,5.9
case4_0002,upcountry_tou,2026,7,False,347.0,274.4,7.1
case4_0002,upcountry_tou,2026,8,False,391.2,209.3,7.1
case4_0003,upcountry_tou,2024,3,False,513.8,408.4,8.4
case4_0003,upcountry_tou,2024,4,False,607.4,408.3,10.2
case4_0003,upcountry_tou,2024,5,False,535.4,383.5,10.4
case4_0003,upcountry_tou,2024,6,False,563.5,483.3,12.0
case4_0003,upcountry_tou,2024,7,False,568.5,324.0,13.0
case4_0003,upcountry_tou,2024,8,False,489.5,300.9,9.3
case4_0003,upcountry_tou,2024,9,False,480.7,370.3,10.8
case4_0003,upcountry_tou,2024,10,False,490.9,295.4,10.2
case4_0003,upcountry_tou,2024,11,False,359.3,198.4,8.8
case4_0003,upcountry_tou,2024,12,False,323.0,188.5,9.4
case4_0003,upcountry_tou,2025,1,False,321.9,217.2,8.0
case4_0003,upcountry_tou,2025,2,False,328.9,260.4,8.4
case4_0003,upcountry_tou,2025,3,False,465.0,333.3,8.8
case4_0003,upcountry_tou,2025,4,False,666.2,516.0,9.9
case4_0003,upcountry_tou,2025,5,False,523.4,421.0,11.6
case4_0003,upcountry_tou,2025,6,False,379.9,285.9,10.8
case4_0003,upcountry_tou,2025,7,False,523.2,373.5,9.6
case4_0003,upcountry_tou,2025,8,False,597.6,373.7,8.5
case4_0003,upcountry_tou,2025,9,False,500.7,350.3,9.7
case4_0003,upcountry_tou,2025,10,False,459.0,388.0,8.9
case4_0003,upcountry_tou,2025,11,False,264.3,225.9,7.1
case4_0003,upcountry_tou,2025,12,False,314.6,235.5,8.4
case4_0003,upcountry_tou,2026,1,False,325.1,203.5,7.2
case4_0003,upcountry_tou,2026,2,False,313.4,202.2,8.0
case4_0003,upcountry_tou,2026,3,False,533.5,356.1,9.3
case4_0003,upcountry_tou,2026,4,False,599.7,496.7,10.0
case4_0003,upcountry_tou,2026,5,False,405.5,380.6,10.8
case4_0003,upcountry_tou,2026,6,False,510.9,425.4,9.2
case4_0003,upcountry_tou,2026,7,False,733.0,344.0,8.6
case4_0003,upcountry_tou,2026,8,False,446.9,314.9,9.2
case4_0004,upcountry_tou,2024,3,True,158.3,349.6,12.7
case4_0004,upcountry_tou,2024,4,True,210.2,340.8,13.2
case4_0004,upcountry_tou,2024,5,True,150.4,336.4,13.2
case4_0004,upcountry_tou,2024,6,True,215.3,265.5,14.2
case4_0004,upcountry_tou,2024,7,True,180.0,399.6,14.4
case4_0004,upcountry_tou,2024,8,True,231.5,337.5,14.5
case4_0004,upcountry_tou,2024,9,True,195.7,325.9,13.8
case4_0004,upcountry_tou,2024,10,True,144.1,328.6,14.0
case4_0004,upcountry_tou,2024,11,True,98.6,248.7,11.9
case4_0004,upcountry_tou,2024,12,True,100.1,201.5,12.9
case4_0004,upcountry_tou,2025,1,True,92.7,201.6,13.3
case4_0004,upcountry_tou,2025,2,True,114.0,197.0,12.6
case4_0004,upcountry_tou,2025,3,True,89.2,260.6,12.7
case4_0004,upcountry_tou,2025,4,True,189.7,249.9,13.3
case4_0004,upcountry_tou,2025,5,True,157.9,365.8,14.6
case4_0004,upcountry_tou,2025,6,True,198.6,306.8,14.4
case4_0004,upcountry_tou,2025,7,True,143.2,278.4,10.6
case4_0004,upcountry_tou,2025,8,True,131.2,294.6,11.1
case4_0004,upcountry_tou,2025,9,True,144.7,234.2,12.1
case4_0004,upcountry_tou,2025,10,True,116.6,268.7,11.4
case4_0004,upcountry_tou,2025,11,True,85.1,176.2,11.9
case4_0004,upcountry_tou,2025,12,True,95.1,180.5,11.1
case4_0004,upcountry_tou,2026,1,True,83.2,184.4,10.6
case4_0004,upcountry_tou,2026,2,True,87.7,212.6,13.7
case4_0004,upcountry_tou,2026,3,True,142.4,298.1,12.6
case4_0004,upcountry_tou,2026,4,True,230.2,374.4,14.3
case4_0004,upcountry_tou,2026,5,True,159.2,328.5,13.2
case4_0004,upcountry_tou,2026,6,True,139.9,258.6,13.2
case4_0004,upcountry_tou,2026,7,True,171.3,242.0,12.6
case4_0004,upcountry_tou,2026,8,True,168.9,313.4,13.2
case4_0005,upcountry_tou,2024,3,False,379.5,169.6,4.2
case4_0005,upcountry_tou,2024,4,False,374.3,217.9,4.2
case4_0005,upcountry_tou,2024,5,False,444.5,204.7,4.6
case4_0005,upcountry_tou,2024,6,False,370.2,233.7,3.7
case4_0005,upcountry_tou,2024,7,False,348.1,185.2,3.6
case4_0005,upcountry_tou,2024,8,False,388.9,243.3,3.7
case4_0005,upcountry_tou,2024,9,False,331.6,237.0,4.0
case4_0005,upcountry_tou,2024,10,False,289.7,142.2,4.0
case4_0005,upcountry_tou,2024,11,False,251.6,151.7,3.7
case4_0005,upcountry_tou,2024,12,False,222.7,101.9,3.3
case4_0005,upcountry_tou,2025,1,False,190.9,134.5,3.4
case4_0005,upcountry_tou,2025,2,False,241.7,146.9,3.6
case4_0005,upcountry_tou,2025,3,False,346.1,182.1,3.5
case4_0005,upcountry_tou,2025,4,False,408.5,311.9,5.0
case4_0005,upcountry_tou,2025,5,False,415.0,266.0,4.4
case4_0005,upcountry_tou,2025,6,False,381.3,257.5,4.4
case4_0005,upcountry_tou,2025,7,False,402.3,263.6,3.9
case4_0005,upcountry_tou,2025,8,False,363.7,225.7,4.1
case4_0005,upcountry_tou,2025,9,False,296.8,228.0,3.7
case4_0005,upcountry_tou,2025,10,False,303.5,196.4,4.2
case4_0005,upcountry_tou,2025,11,False,273.8,155.8,3.6
case4_0005,upcountry_tou,2025,12,False,273.2,194.6,2.8
case4_0005,upcountry_tou,2026,1,False,240.3,166.9,3.0
case4_0005,upcountry_tou,2026,2,False,220.4,140.4,3.6
case4_0005,upcountry_tou,2026,3,False,330.1,223.1,4.4
case4_0005,upcountry_tou,2026,4,False,544.6,286.5,4.5
case4_0005,upcountry_tou,2026,5,False,436.1,344.2,4.1
case4_0005,upcountry_tou,2026,6,False,446.0,341.2,4.4
case4_0005,upcountry_tou,2026,7,False,414.5,279.2,4.3
case4_0005,upcountry_tou,2026,8,False,407.2,299.2,3.6
case4_0006,upcountry_tou,2024,3,False,397.5,249.8,14.4
case4_0006,upcountry_tou,2024,4,False,544.9,192.4,18.1
case4_0006,upcountry_tou,2024,5,False,483.2,211.1,16.7
case4_0006,upcountry_tou,2024,6,False,330.0,234.0,19.1
case4_0006,upcountry_tou,2024,7,False,440.9,277.1,18.5
case4_0006,upcountry_tou,2024,8,False,352.0,265.5,16.2
case4_0006,upcountry_tou,2024,9,False,390.7,222.9,19.8
case4_0006,upcountry_tou,2024,10,False,343.1,252.0,15.3
case4_0006,upcountry_tou,2024,11,False,400.6,260.3,11.2
case4_0006,upcountry_tou,2024,12,False,297.6,280.6,12.9
case4_0006,upcountry_tou,2025,1,False,436.4,190.4,12.1
case4_0006,upcountry_tou,2025,2,False,316.1,219.8,13.5
case4_0006,upcountry_tou,2025,3,False,402.3,269.9,14.3
case4_0006,upcountry_tou,2025,4,False,463.6,233.7,16.2
case4_0006,upcountry_tou,2025,5,False,369.5,267.2,16.2
case4_0006,upcountry_tou,2025,6,False,410.9,313.7,15.8
case4_0006,upcountry_tou,2025,7,False,444.0,308.4,14.5
case4_0006,upcountry_tou,2025,8,False,493.2,368.5,15.3
case4_0006,upcountry_tou,2025,9,False,486.6,286.0,16.0
case4_0006,upcountry_tou,2025,10,False,362.4,300.0,14.4
case4_0006,upcountry_tou,2025,11,False,360.9,198.2,12.7
case4_0006,upcountry_tou,2025,12,False,458.4,283.6,13.6
case4_0006,upcountry_tou,2026,1,False,405.6,227.5,11.7
case4_0006,upcountry_tou,2026,2,False,420.2,241.1,12.1
case4_0006,upcountry_tou,2026,3,False,505.3,296.1,15.5
case4_0006,upcountry_tou,2026,4,False,541.8,286.2,16.4
case4_0006,upcountry_tou,2026,5,False,483.6,282.9,15.9
case4_0006,upcountry_tou,2026,6,False,404.7,258.3,20.0
case4_0006,upcountry_tou,2026,7,False,486.9,277.5,17.0
case4_0006,upcountry_tou,2026,8,False,550.4,396.4,15.4
case4_0007,upcountry_tou,2024,3,True,225.5,510.3,5.7
case4_0007,upcountry_tou,2024,4,True,302.5,694.4,6.1
case4_0007,upcountry_tou,2024,5,True,269.4,502.0,5.9
case4_0007,upcountry_tou,2024,6,True,281.0,458.5,5.1
case4_0007,upcountry_tou,2024,7,True,297.4,530.4,5.3
case4_0007,upcountry_tou,2024,8,True,265.8,433.6,4.7
case4_0007,upcountry_tou,2024,9,True,192.6,478.8,4.9
case4_0007,upcountry_tou,2024,10,True,163.2,336.5,4.8
case4_0007,upcountry_tou,2024,11,True,168.8,311.1,4.0
case4_0007,upcountry_tou,2024,12,True,145.0,260.3,4.7
case4_0007,upcountry_tou,2025,1,True,177.0,287.0,5.3
case4_0007,upcountry_tou,2025,2,True,190.8,345.2,5.8
case4_0007,upcountry_tou,2025,3,True,232.6,493.5,7.0
case4_0007,upcountry_tou,2025,4,True,352.8,701.1,6.6
case4_0007,upcountry_tou,2025,5,True,308.4,598.8,5.6
case4_0007,upcountry_tou,2025,6,True,267.7,493.7,5.8
case4_0007,upcountry_tou,2025,7,True,222.6,474.5,5.5
case4_0007,upcountry_tou,2025,8,True,231.2,481.7,6.1
case4_0007,upcountry_tou,2025,9,True,241.6,581.7,6.0
case4_0007,upcountry_tou,2025,10,True,224.4,560.2,5.2
case4_0007,upcountry_tou,2025,11,True,181.4,318.1,4.9
case4_0007,upcountry_tou,2025,12,True,167.2,346.0,4.8
case4_0007,upcountry_tou,2026,1,True,164.8,342.2,3.7
case4_0007,upcountry_tou,2026,2,True,144.9,253.5,4.6
case4_0007,upcountry_tou,2026,3,True,219.3,492.7,5.4
case4_0007,upcountry_tou,2026,4,True,258.5,579.5,6.6
case4_0007,upcountry_tou,2026,5,True,213.8,570.6,6.1
case4_0007,upcountry_tou,2026,6,True,333.4,485.3,5.6
case4_0007,upcountry_tou,2026,7,True,345.5,690.1,6.4
case4_0007,upcountry_tou,2026,8,True,210.0,595.7,6.8
case4_0008,upcountry_tou,2024,3,False,209.3,117.1,5.2
case4_0008,upcountry_tou,2024,4,False,256.7,93.1,5.4
case4_0008,upcountry_tou,2024,5,False,239.3,131.3,5.0
case4_0008,upcountry_tou,2024,6,False,226.0,111.0,5.0
case4_0008,upcountry_tou,2024,7,False,238.4,101.5,5.2
case4_0008,upcountry_tou,2024,8,False,212.1,119.7,5.1
case4_0008,upcountry_tou,2024,9,False,175.5,89.3,4.5
case4_0008,upcountry_tou,2024,10,False,234.5,77.6,4.7
case4_0008,upcountry_tou,2024,11,False,171.0,77.9,3.9
case4_0008,upcountry_tou,2024,12,False,160.2,88.9,4.7
case4_0008,upcountry_tou,2025,1,False,181.1,74.4,4.4
case4_0008,upcountry_tou,2025,2,False,182.1,93.8,4.5
case4_0008,upcountry_tou,2025,3,False,210.3,104.3,5.2
case4_0008,upcountry_tou,2025,4,False,203.4,89.2,4.4
case4_0008,upcountry_tou,2025,5,False,200.7,105.5,6.3
case4_0008,upcountry_tou,2025,6,False,203.5,93.8,5.4
case4_0008,upcountry_tou,2025,7,False,217.4,65.4,4.7
case4_0008,upcountry_tou,2025,8,False,190.8,72.5,4.4
case4_0008,upcountry_tou,2025,9,False,192.0,79.3,5.3
case4_0008,upcountry_tou,2025,10,False,166.6,108.4,5.5
case4_0008,upcountry_tou,2025,11,False,205.2,85.2,5.1
case4_0008,upcountry_tou,2025,12,False,169.3,90.8,4.5
case4_0008,upcountry_tou,2026,1,False,153.7,94.5,4.1
case4_0008,upcountry_tou,2026,2,False,154.2,67.5,4.8
case4_0008,upcountry_tou,2026,3,False,188.7,89.3,5.1
case4_0008,upcountry_tou,2026,4,False,267.2,108.0,5.0
case4_0008,upcountry_tou,2026,5,False,206.8,96.7,4.5
case4_0008,upcountry_tou,2026,6,False,205.2,91.2,5.2
case4_0008,upcountry_tou,2026,7,False,178.0,70.1,5.4
case4_0008,upcountry_tou,2026,8,False,168.7,92.3,4.2
case4_0009,upcountry_tou,2024,3,False,371.2,214.1,18.0
case4_0009,upcountry_tou,2024,4,False,454.3,241.5,22.0
case4_0009,upcountry_tou,2024,5,False,442.4,230.6,20.3
case4_0009,upcountry_tou,2024,6,False,438.3,232.7,19.0
case4_0009,upcountry_tou,2024,7,False,379.6,256.7,17.5
case4_0009,upcountry_tou,2024,8,False,406.6,262.9,15.4
case4_0009,upcountry_tou,2024,9,False,441.6,310.5,18.5
case4_0009,upcountry_tou,2024,10,False,350.2,228.5,17.5
case4_0009,upcountry_tou,2024,11,False,357.6,246.0,13.3
case4_0009,upcountry_tou,2024,12,False,368.4,215.1,15.1
case4_0009,upcountry_tou,2025,1,False,300.8,169.6,15.7
case4_0009,upcountry_tou,2025,2,False,286.6,212.1,13.8
case4_0009,upcountry_tou,2025,3,False,471.0,240.7,16.1
case4_0009,upcountry_tou,2025,4,False,381.6,364.2,17.8
case4_0009,upcountry_tou,2025,5,False,408.7,335.8,20.2
case4_0009,upcountry_tou,2025,6,False,439.0,305.6,18.3
case4_0009,upcountry_tou,2025,7,False,405.7,254.0,18.6
case4_0009,upcountry_tou,2025,8,False,437.5,235.2,16.9
case4_0009,upcountry_tou,2025,9,False,444.4,192.9,18.0
case4_0009,upcountry_tou,2025,10,False,345.1,221.2,19.4
case4_0009,upcountry_tou,2025,11,False,323.7,174.9,19.1
case4_0009,upcountry_tou,2025,12,False,347.5,203.9,15.1
case4_0009,upcountry_tou,2026,1,False,335.0,192.1,17.5
case4_0009,upcountry_tou,2026,2,False,321.0,176.0,16.5
case4_0009,upcountry_tou,2026,3,False,349.5,254.8,19.9
case4_0009,upcountry_tou,2026,4,False,351.0,229.5,18.2
case4_0009,upcountry_tou,2026,5,False,445.3,305.5,19.3
case4_0009,upcountry_tou,2026,6,False,361.1,252.8,18.7
case4_0009,upcountry_tou,2026,7,False,414.0,220.1,18.5
case4_0009,upcountry_tou,2026,8,False,381.1,268.9,17.5
case4_0010,upcountry_tou,2024,3,False,226.9,203.5,7.2
case4_0010,upcountry_tou,2024,4,False,290.5,236.8,7.1
case4_0010,upcountry_tou,2024,5,False,280.7,231.6,6.6
case4_0010,upcountry_tou,2024,6,False,321.8,213.3,6.7
case4_0010,upcountry_tou,2024,7,False,285.1,196.5,6.5
case4_0010,upcountry_tou,2024,8,False,344.9,206.9,6.6
case4_0010,upcountry_tou,2024,9,False,281.6,214.6,7.4
case4_0010,upcountry_tou,2024,10,False,279.3,224.7,7.0
case4_0010,upcountry_tou,2024,11,False,235.1,172.2,6.6
case4_0010,upcountry_tou,2024,12,False,256.7,159.6,7.3
case4_0010,upcountry_tou,2025,1,False,247.1,190.9,7.6
case4_0010,upcountry_tou,2025,2,False,211.3,183.3,8.0
case4_0010,upcountry_tou,2025,3,False,289.7,229.4,6.9
case4_0010,upcountry_tou,2025,4,False,316.6,210.8,7.7
case4_0010,upcountry_tou,2025,5,False,283.6,186.3,7.3
case4_0010,upcountry_tou,2025,6,False,326.6,198.7,7.4
case4_0010,upcountry_tou,2025,7,False,281.1,244.2,6.8
case4_0010,upcountry_tou,2025,8,False,335.8,284.6,8.2
case4_0010,upcountry_tou,2025,9,False,303.1,254.8,6.6
case4_0010,upcountry_tou,2025,10,False,333.3,262.8,6.4
case4_0010,upcountry_tou,2025,11,False,256.4,183.8,5.6
case4_0010,upcountry_tou,2025,12,False,219.5,185.9,5.1
case4_0010,upcountry_tou,2026,1,False,292.5,196.1,5.7
case4_0010,upcountry_tou,2026,2,False,280.5,154.2,5.4
case4_0010,upcountry_tou,2026,3,False,234.3,182.9,5.8
case4_0010,upcountry_tou,2026,4,False,259.5,217.3,7.8
case4_0010,upcountry_tou,2026,5,False,282.2,217.5,8.7
case4_0010,upcountry_tou,2026,6,False,272.7,235.1,7.5
case4_0010,upcountry_tou,2026,7,False,266.9,240.1,8.7
case4_0010,upcountry_tou,2026,8,False,268.8,192.5,7.7
case4_0011,upcountry_tou,2024,3,False,280.5,108.7,11.7
case4_0011,upcountry_tou,2024,4,False,305.2,165.4,12.7
case4_0011,upcountry_tou,2024,5,False,293.1,176.3,11.4
case4_0011,upcountry_tou,2024,6,False,300.7,141.0,10.3
case4_0011,upcountry_tou,2024,7,False,253.9,127.3,8.5
case4_0011,upcountry_tou,2024,8,False,224.9,92.8,9.8
case4_0011,upcountry_tou,2024,9,False,230.5,129.8,11.8
case4_0011,upcountry_tou,2024,10,False,223.4,104.6,10.4
case4_0011,upcountry_tou,2024,11,False,148.8,65.4,10.6
case4_0011,upcountry_tou,2024,12,False,181.6,78.3,10.7
case4_0011,upcountry_tou,2025,1,False,180.7,67.1,9.4
case4_0011,upcountry_tou,2025,2,False,179.5,88.3,9.8
case4_0011,upcountry_tou,2025,3,False,247.3,85.3,11.4
case4_0011,upcountry_tou,2025,4,False,292.5,122.6,11.2
case4_0011,upcountry_tou,2025,5,False,295.8,133.1,11.5
case4_0011,upcountry_tou,2025,6,False,249.9,126.7,13.1
case4_0011,upcountry_tou,2025,7,False,301.6,152.2,12.2
case4_0011,upcountry_tou,2025,8,False,304.0,113.8,13.2
case4_0011,upcountry_tou,2025,9,False,277.7,135.3,11.5
case4_0011,upcountry_tou,2025,10,False,247.6,125.8,10.6
case4_0011,upcountry_tou,2025,11,False,167.2,83.9,10.1
case4_0011,upcountry_tou,2025,12,False,185.7,73.7,10.2
case4_0011,upcountry_tou,2026,1,False,204.3,78.2,12.4
case4_0011,upcountry_tou,2026,2,False,177.1,89.4,12.0
case4_0011,upcountry_tou,2026,3,False,263.2,106.0,12.0
case4_0011,upcountry_tou,2026,4,False,376.9,187.8,11.5
case4_0011,upcountry_tou,2026,5,False,336.8,151.2,11.6
case4_0011,upcountry_tou,2026,6,False,349.7,162.0,12.0
case4_0011,upcountry_tou,2026,7,False,320.4,131.5,11.3
case4_0011,upcountry_tou,2026,8,False,292.4,156.8,10.2
case4_0012,upcountry_tou,2024,3,True,118.5,242.0,14.4
case4_0012,upcountry_tou,2024,4,True,171.2,302.5,16.9
case4_0012,upcountry_tou,2024,5,True,157.4,273.2,17.8
case4_0012,upcountry_tou,2024,6,True,141.2,297.1,15.0
case4_0012,upcountry_tou,2024,7,True,166.7,261.2,17.0
case4_0012,upcountry_tou,2024,8,True,124.5,235.9,16.6
case4_0012,upcountry_tou,2024,9,True,101.8,211.5,15.1
case4_0012,upcountry_tou,2024,10,True,90.4,203.2,16.5
case4_0012,upcountry_tou,2024,11,True,78.2,175.8,15.7
case4_0012,upcountry_tou,2024,12,True,70.2,147.9,14.2
case4_0012,upcountry_tou,2025,1,True,89.4,134.9,13.5
case4_0012,upcountry_tou,2025,2,True,72.6,176.7,13.5
case4_0012,upcountry_tou,2025,3,True,114.5,226.0,11.3
case4_0012,upcountry_tou,2025,4,True,131.2,224.4,14.7
case4_0012,upcountry_tou,2025,5,True,140.2,227.8,15.1
case4_0012,upcountry_tou,2025,6,True,104.9,211.4,15.1
case4_0012,upcountry_tou,2025,7,True,139.2,255.5,14.8
case4_0012,upcountry_tou,2025,8,True,108.2,269.5,14.3
case4_0012,upcountry_tou,2025,9,True,107.1,233.7,16.9
case4_0012,upcountry_tou,2025,10,True,91.2,221.4,15.4
case4_0012,upcountry_tou,2025,11,True,96.6,179.0,14.0
case4_0012,upcountry_tou,2025,12,True,71.1,152.2,14.3
case4_0012,upcountry_tou,2026,1,True,66.3,154.5,14.7
case4_0012,upcountry_tou,2026,2,True,85.2,164.1,14.5
case4_0012,upcountry_tou,2026,3,True,131.0,211.6,15.2
case4_0012,upcountry_tou,2026,4,True,136.5,267.0,13.7
case4_0012,upcountry_tou,2026,5,True,98.6,217.0,15.9
case4_0012,upcountry_tou,2026,6,True,126.6,213.6,16.3
case4_0012,upcountry_tou,2026,7,True,110.9,223.2,14.6
case4_0012,upcountry_tou,2026,8,True,101.1,187.2,13.5
case4_0013,upcountry_tou,2024,3,True,135.3,266.1,14.6
case4_0013,upcountry_tou,2024,4,True,179.7,280.8,14.2
case4_0013,upcountry_tou,2024,5,True,127.9,290.2,14.4
case4_0013,upcountry_tou,2024,6,True,133.7,265.4,14.5
case4_0013,upcountry_tou,2024,7,True,126.0,246.4,12.8
case4_0013,upcountry_tou,2024,8,True,125.5,305.9,13.8
case4_0013,upcountry_tou,2024,9,True,149.8,319.8,14.1
case4_0013,upcountry_tou,2024,10,True,153.6,268.6,13.9
case4_0013,upcountry_tou,2024,11,True,129.5,235.1,11.4
case4_0013,upcountry_tou,2024,12,True,123.3,274.0,11.7
case4_0013,upcountry_tou,2025,1,True,144.6,291.4,13.1
case4_0013,upcountry_tou,2025,2,True,124.8,172.4,13.6
case4_0013,upcountry_tou,2025,3,True,127.8,300.4,13.9
case4_0013,upcountry_tou,2025,4,True,140.2,288.3,16.2
case4_0013,upcountry_tou,2025,5,True,133.5,339.3,16.2
case4_0013,upcountry_tou,2025,6,True,167.7,292.6,14.8
case4_0013,upcountry_tou,2025,7,True,177.6,225.5,15.8
case4_0013,upcountry_tou,2025,8,True,141.1,218.9,14.7
case4_0013,upcountry_tou,2025,9,True,137.3,209.9,11.9
case4_0013,upcountry_tou,2025,10,True,163.9,290.8,16.1
case4_0013,upcountry_tou,2025,11,True,104.8,297.6,11.5
case4_0013,upcountry_tou,2025,12,True,141.5,228.0,11.5
case4_0013,upcountry_tou,2026,1,True,118.6,272.6,11.6
case4_0013,upcountry_tou,2026,2,True,152.6,242.8,10.7
case4_0013,upcountry_tou,2026,3,True,141.4,289.5,12.9
case4_0013,upcountry_tou,2026,4,True,127.2,322.6,14.6
case4_0013,upcountry_tou,2026,5,True,150.0,243.6,12.9
case4_0013,upcountry_tou,2026,6,True,115.7,257.5,14.9
case4_0013,upcountry_tou,2026,7,True,173.7,293.0,16.7
case4_0013,upcountry_tou,2026,8,True,142.4,293.5,15.6
case4_0014,upcountry_tou,2024,3,False,142.1,99.0,5.1
